brand,product,url,imgSrc,name,categories,specific,hex,lightness,in_india,R,G,B
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,/productimages/sku/s1711977+sw.jpg,natural beige,"skin, color",,#D7A98C,0.696078431372549,False,215,169,140
Boscia,Skin Perfecting BB Cream Broad Spectrum SPF 30,https://www.sephora.com/product/skin-perfecting-bb-cream-broad-spectrum-spf-30-P443379?icid2=products%20grid:p443379,/productimages/sku/s2168425+sw.jpg,la jolla,location,,#835941,0.384313725490196,False,131,89,65
Make Up For Ever,Reboot Active Care Revitalizing Foundation,https://www.sephora.com/product/make-up-for-ever-reboot-foundation-P454035?icid2=products%20grid:p454035,/productimages/sku/s2308492+sw.jpg,cognac,drink,Y505,#AE7B58,0.513725490196078,False,174,123,88
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,https://images.ulta.com/is/image/Ulta/2558959sw?$50px$,porcelain,misc,,#FAC3A4,0.811764705882353,False,250,195,164
La Mer,The Soft Fluid Long Wear Foundation SPF 20,https://www.sephora.com/product/the-soft-fluid-long-wear-foundation-spf-20-P423742?icid2=products%20grid:p423742,/productimages/sku/s1999929+sw.jpg,dune,rock,200,#EEC8B5,0.82156862745098,False,238,200,181
Zoeva,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,https://images.ulta.com/is/image/Ulta/2553897sw?$50px$,generous,"misc, compliment",190N,#E3B284,0.703921568627451,False,227,178,132
Nudestix,Nudies Tinted Blur Stick,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758,/productimages/sku/s2079416+sw.jpg,medium,descriptor,4,#E0A48E,0.717647058823529,False,224,164,142
Nars,Soft Matte Complete Foundation,https://www.sephora.com/product/nars-soft-matte-complete-foundation-P462720?icid2=products%20grid:p462720,/productimages/sku/s2374551+sw.jpg,huahine,location,,#C1815B,0.556862745098039,False,193,129,91
Nyx Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,https://images.ulta.com/is/image/Ulta/2546599sw?$50px$,true beige,color,,#DBA778,0.664705882352941,False,219,167,120
Bobbi Brown,Sheer Finish Pressed Setting Powder,https://www.sephora.com/product/sheer-finish-pressed-powder-P270540?icid2=products%20grid:p270540,/productimages/sku/s1287499+sw.jpg,sunny beige,"misc, color",,#FED3B0,0.843137254901961,False,254,211,176
Pür,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,https://images.ulta.com/is/image/Ulta/2544525sw?$50px$,caramel,food,DG3,#C9986F,0.611764705882353,False,201,152,111
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559988sw?$tn$,cameo,misc,,#EAB48D,0.735294117647059,False,234,180,141
Dermablend,Cover Creme Full Coverage Foundation,https://www.ulta.com/cover-creme-full-coverage-foundation?productId=xlsImpprod540044,https://images.ulta.com/is/image/Ulta/2155632sw?$50px$,medium beige,"descriptor, color",35C,#E5AF7E,0.696078431372549,False,229,175,126
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,/productimages/sku/s2070589+sw.jpg,warm,descriptor,4.5,#DBA98B,0.701960784313725,False,219,169,139
Catrice,HD Liquid Coverage Foundation,https://www.ulta.com/hd-liquid-coverage-foundation?productId=xlsImpprod16021093,https://images.ulta.com/is/image/Ulta/2545706sw?$50px$,latte macchiato beige,"drink, color",060,#A67950,0.482352941176471,False,166,121,80
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,https://images.ulta.com/is/image/Ulta/2558960sw?$50px$,creamy vanilla,"drink, food",,#F1AE97,0.768627450980392,False,241,174,151
Milk Makeup,Flex Foundation Stick,https://www.sephora.com/product/flex-foundation-stick-P448151?icid2=products%20grid:p448151,/productimages/sku/s2242006+sw.jpg,vanilla,food,,#F5C4B0,0.825490196078431,False,245,196,176
Hourglass,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575789sw?$50px$,ivory,"gem, color",,#D7A283,0.67843137254902,False,215,162,131
Kevyn Aucoin,Foundation Balm,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734,/productimages/sku/s2266641+sw.jpg,medium ef,descriptor,11,#C99471,0.615686274509804,False,201,148,113
Bareminerals,BAREPRO Longwear Powder Foundation ,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,/productimages/sku/s2241909+sw.jpg,latte,drink,24,#C28A5B,0.558823529411765,False,194,138,91
Covergirl,Clean Fresh Skin Milk Foundation,https://www.ulta.com/clean-fresh-skin-milk-foundation?productId=pimprod2011577,https://images.ulta.com/is/image/Ulta/2556829sw?$50px$,porcelain,misc,510,#F6E4D7,0.903921568627451,False,246,228,215
Natasha Denona,Foundation X+,https://www.sephora.com/product/foundation-x-P442957?icid2=products%20grid:p442957,/productimages/sku/s2304830+sw.jpg,neutral,descriptor,3N,#F9E9DB,0.917647058823529,False,249,233,219
Beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,/productimages/sku/s2097145+sw.jpg,neutral/olive,"descriptor, color, food",2.20,#ECC49B,0.766666666666667,False,236,196,155
Zoeva,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,https://images.ulta.com/is/image/Ulta/2553894sw?$50px$,daring,"misc, compliment",120N,#E9BE97,0.752941176470588,False,233,190,151
Kvd Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,https://images.ulta.com/is/image/Ulta/2570717sw?$50px$,deep,descriptor,67,#9C552F,0.398039215686274,False,156,85,47
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549917sw?$50px$,mocha,drink,5N2,#74462C,0.313725490196078,False,116,70,44
Tarte,Double Duty Beauty Shape Tape Pressed Powder,https://www.ulta.com/double-duty-beauty-shape-tape-pressed-powder?productId=pimprod2002699,https://images.ulta.com/is/image/Ulta/2538337sw?$50px$,medium sand,"descriptor, rock",33S,#DF9D6B,0.647058823529412,False,223,157,107
Kvd Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,https://images.ulta.com/is/image/Ulta/2570725sw?$50px$,deep,descriptor,80,#5A392B,0.26078431372549,False,90,57,43
Yves Saint Laurent,All Hours Longwear Natural Matte Foundation,https://www.sephora.com/product/all-hours-full-coverage-matte-foundation-P421456?icid2=products%20grid:p421456,/productimages/sku/s2102192+sw.jpg,warm toffee,"descriptor, food",BD55,#D89F72,0.647058823529412,False,216,159,114
It Cosmetics,Celebration Full Coverage Powder Foundation,https://www.ulta.com/celebration-full-coverage-powder-foundation?productId=xlsImpprod5770253,https://images.ulta.com/is/image/Ulta/2264054sw?$50px$,light,descriptor,,#FAE4D2,0.901960784313726,False,250,228,210
Bobbi Brown,Skin Long-Wear Fluid Powder Foundation SPF 20,https://www.sephora.com/product/bobbi-brown-skin-long-wear-fluid-powder-foundation-P455195?icid2=products%20grid:p455195,/productimages/sku/s2307171+sw.jpg,warm ivory,"descriptor, gem, color",,#FAE2CB,0.888235294117647,False,250,226,203
Anastasia Beverly Hills,Stick Foundation,https://www.sephora.com/product/stick-foundation-P410504?icid2=products%20grid:p410504,/productimages/sku/s1852417+sw.jpg,mink,"animal, color",,#7E5D53,0.409803921568627,False,126,93,83
Bareminerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productId=pimprod2004176,https://images.ulta.com/is/image/Ulta/2541304sw?$50px$,terra,misc,8.5,#B17953,0.509803921568627,False,177,121,83
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,https://images.ulta.com/is/image/Ulta/2558937sw?$50px$,soft vanilla,"descriptor, food",,#E9B98B,0.729411764705882,False,233,185,139
Ulta,Velvet Matte Longwear Foundation,https://www.ulta.com/velvet-matte-longwear-foundation?productId=pimprod2020823,https://images.ulta.com/is/image/Ulta/2559868sw?$50px$,tan cool,"skin, color, descriptor",,#CC8357,0.570588235294118,False,204,131,87
Hourglass,Illusion® Hyaluronic Skin Tint,https://www.sephora.com/product/illusion-hyaluronic-skin-tint-P388108?icid2=products%20grid:p388108,/productimages/sku/s1621358+sw.jpg,nude,skin,,#EBCDAF,0.803921568627451,False,235,205,175
Milk Makeup,Flex Foundation Stick,https://www.sephora.com/product/flex-foundation-stick-P448151?icid2=products%20grid:p448151,/productimages/sku/s2242030+sw.jpg,light,descriptor,,#E5B18E,0.727450980392157,False,229,177,142
Uoma Beauty,Say What?! Foundation,https://www.ulta.com/say-what-foundation?productId=pimprod2006204,https://images.ulta.com/is/image/Ulta/2545794sw?$50px$,fair lady,"descriptor, misc",T2N,#E2B698,0.741176470588235,False,226,182,152
Becca Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549920sw?$50px$,khaki,textile,3N3,#CE9770,0.623529411764706,False,206,151,112
Sephora Collection,10 Hour Wear Perfection Foundation,https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509,/productimages/sku/s2222206+sw.jpg,nutmeg,food,34.5,#C29F81,0.633333333333333,False,194,159,129
Nars,Soft Matte Complete Foundation,https://www.sephora.com/product/nars-soft-matte-complete-foundation-P462720?icid2=products%20grid:p462720,/productimages/sku/s2374478+sw.jpg,stromboli,location,,#D8A370,0.643137254901961,False,216,163,112
Hourglass,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2572547sw?$50px$,golden tan,"descriptor, skin, color",,#C68B67,0.590196078431373,False,198,139,103
Ilia,Super Serum Skin Tint SPF 40 Foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?icid2=products%20grid:p455418,/productimages/sku/s2333706+sw.jpg,roque,location,18,#6E5044,0.349019607843137,False,110,80,68
Dermablend,Leg and Body Makeup,https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799,https://images.ulta.com/is/image/Ulta/2509381sw?$50px$,medium natural,"descriptor, skin",40N,#D29F82,0.666666666666667,False,210,159,130
Make Up For Ever,Matte Velvet Skin Full Coverage Foundation,https://www.sephora.com/product/matte-velvet-skin-full-coverage-foundation-P434023?icid2=products%20grid:p434023,/productimages/sku/s2106425+sw.jpg,golden honey,"descriptor, food",Y405,#CBAD86,0.66078431372549,False,203,173,134
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,/productimages/sku/s2070548+sw.jpg,warm,descriptor,3,#EECBAB,0.801960784313726,False,238,203,171
Tarte,Face Tape Foundation,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,https://images.ulta.com/is/image/Ulta/2540307sw?$50px$,light beige,"descriptor, color",22B,#EDB8A2,0.782352941176471,False,237,184,162
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,/productimages/sku/s2050516+sw.jpg,neutral,descriptor,4,#D99B7A,0.664705882352941,False,217,155,122
Boscia,Skin Perfecting BB Cream Broad Spectrum SPF 30,https://www.sephora.com/product/skin-perfecting-bb-cream-broad-spectrum-spf-30-P443379?icid2=products%20grid:p443379,/productimages/sku/s2168417+sw.jpg,newport,location,,#AB8067,0.537254901960784,False,171,128,103
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,/productimages/sku/s2124899+sw.jpg,cool beige,"descriptor, color",,#D7B09D,0.729411764705882,False,215,176,157
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559967sw?$50px$,dune,rock,,#E0A269,0.645098039215686,False,224,162,105
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,https://images.ulta.com/is/image/Ulta/2559991sw?$50px$,chai,drink,,#D99C63,0.619607843137255,False,217,156,99
Laura Mercier,Silk Crème Oil Free Photo Edition Foundation,https://www.sephora.com/product/silk-creme-oil-free-photo-edition-foundation-P136022?icid2=products%20grid:p136022,/productimages/sku/s1677681+sw.jpg,ivory,"gem, color",,#F6D4A8,0.811764705882353,False,246,212,168
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,https://images.ulta.com/is/image/Ulta/2541941sw?$50px$,neutral,descriptor,F1.70,#E9C6A0,0.770588235294118,False,233,198,160
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,https://images.ulta.com/is/image/Ulta/2264065sw?$50px$,medium,descriptor,,#EEC7A0,0.780392156862745,False,238,199,160
Pür,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,https://images.ulta.com/is/image/Ulta/2550929sw?$50px$,hazelnut,food,DG5,#A86A3A,0.443137254901961,False,168,106,58
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,https://images.ulta.com/is/image/Ulta/2558956sw?$50px$,rich mahogany,"descriptor, wood",,#54332A,0.247058823529412,False,84,51,42
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,/productimages/sku/s1762616+sw.jpg,pearl,gem,,#E4C1A7,0.774509803921569,False,228,193,167
Jane Iredale,PurePressed Base Mineral Foundation Refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productId=pimprod2004116,https://images.ulta.com/is/image/Ulta/2544926sw?$50px$,warm silk,"descriptor, textile",,#E2BF9B,0.747058823529412,False,226,191,155
Bareminerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productId=pimprod2004176,https://images.ulta.com/is/image/Ulta/2541305sw?$50px$,birch,wood,1.5,#FCD0AF,0.837254901960784,False,252,208,175
Ilia,Super Serum Skin Tint SPF 40 Foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?icid2=products%20grid:p455418,/productimages/sku/s2333649+sw.jpg,diaz,misc,7,#DCAE91,0.715686274509804,False,220,174,145
Dior,Dior Forever Matte Foundation,https://www.sephora.com/product/forever-matte-foundation-P439940?icid2=products%20grid:p439940,/productimages/sku/s2178598+sw.jpg,cool,descriptor,3,#D1A899,0.709803921568627,False,209,168,153
Bobbi Brown,Skin Long-Wear Fluid Powder Foundation SPF 20,https://www.sephora.com/product/bobbi-brown-skin-long-wear-fluid-powder-foundation-P455195?icid2=products%20grid:p455195,/productimages/sku/s2307189+sw.jpg,sand,rock,,#FFE3C4,0.884313725490196,False,255,227,196
Sephora Collection,10 Hour Wear Perfection Foundation,https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509,/productimages/sku/s2225787+sw.jpg,pink natural,"color, skin",22.5,#D8AF95,0.715686274509804,False,216,175,149
Hourglass,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575777sw?$tn$,bisque,food,,#EFC8A1,0.784313725490196,False,239,200,161
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,https://images.ulta.com/is/image/Ulta/2546887sw?$50px$,tan warm,"skin, color, descriptor",Shade 8,#B48E69,0.558823529411765,False,180,142,105
Juvia'S Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,https://images.ulta.com/is/image/Ulta/2550493sw?$50px$,capri,location,630,#E9C29A,0.758823529411765,False,233,194,154
Sephora Collection,10 Hour Wear Perfection Foundation,https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509,/productimages/sku/s1751700+sw.jpg,honey bronze,"food, metal",40,#AE8162,0.533333333333333,False,174,129,98
Ulta,Moisturizing Foundation Stick,https://www.ulta.com/moisturizing-foundation-stick?productId=xlsImpprod18691125,https://images.ulta.com/is/image/Ulta/2526375sw?$50px$,light to medium cool,descriptor,,#E1BAA5,0.764705882352941,False,225,186,165
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,https://images.ulta.com/is/image/Ulta/2553448sw?$50px$,medium tan,"descriptor, skin, color",124,#CA8855,0.562745098039216,False,202,136,85
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,/productimages/sku/s2215028+sw.jpg,medium cool,descriptor,04C,#E3B799,0.745098039215686,False,227,183,153
Ulta,Youthful Glow Foundation Serum Drops,https://www.ulta.com/youthful-glow-foundation-serum-drops?productId=pimprod2003097,https://images.ulta.com/is/image/Ulta/2530094sw?$50px$,tan warm,"skin, color, descriptor",,#B56E39,0.466666666666667,False,181,110,57
Covergirl,Simply Ageless 3-In-1 Liquid Foundation,https://www.ulta.com/simply-ageless-3-in-1-liquid-foundation?productId=xlsImpprod13501013,https://images.ulta.com/is/image/Ulta/2511172sw?$tn$,ivory,"gem, color",,#EECAAF,0.809803921568627,False,238,202,175
Pür,4-In-1 Foundation Stick,https://www.ulta.com/4-in-1-foundation-stick?productId=xlsImpprod18031021,https://images.ulta.com/is/image/Ulta/2544083sw?$50px$,medium,descriptor,,#D8A384,0.682352941176471,False,216,163,132
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,/productimages/sku/s2124766+sw.jpg,toffee,food,,#97746A,0.503921568627451,False,151,116,106
Beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,/productimages/sku/s2097103+sw.jpg,neutral,descriptor,1.40,#ECCCAF,0.805882352941176,False,236,204,175
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,https://images.ulta.com/is/image/Ulta/2553485sw?$50px$,deep,descriptor,138,#503628,0.235294117647059,False,80,54,40
Hourglass,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,https://images.ulta.com/is/image/Ulta/2572544sw?$50px$,linen,textile,,#E7B786,0.715686274509804,False,231,183,134
Covergirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2533521sw?$50px$,fair beige,"descriptor, color",L50,#CA966E,0.611764705882353,False,202,150,110
Tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,https://www.sephora.com/product/bb-tinted-treatment-12-hour-primer-broad-spectrum-spf-30-sunscreen-P377542?icid2=products%20grid:p377542,/productimages/sku/s2413029+sw.jpg,deep,descriptor,,#A3664A,0.464705882352941,False,163,102,74
Nars,Sheer Glow Foundation,https://www.ulta.com/sheer-glow-foundation?productId=xlsImpprod15251337,https://images.ulta.com/is/image/Ulta/2539040sw?$50px$,patagonia,location,,#E3BA96,0.73921568627451,False,227,186,150
Perricone Md,No Makeup Foundation Serum Broad Spectrum SPF 20,https://www.ulta.com/no-makeup-foundation-serum-broad-spectrum-spf-20?productId=pimprod2004410,https://images.ulta.com/is/image/Ulta/2542458sw?$50px$,rich,descriptor,,#8B5026,0.347058823529412,False,139,80,38
Kvd Vegan Beauty,Lock-It Powder Foundation Refills,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,https://images.ulta.com/is/image/Ulta/2571074sw?$50px$,medium,descriptor,140,#DAA47C,0.670588235294118,False,218,164,124
Bobbi Brown,Skin Weightless Powder Foundation,https://www.sephora.com/product/skin-weightless-powder-foundation-P388664?icid2=products%20grid:p388664,/productimages/sku/s1646249+sw.jpg,warm ivory,"descriptor, gem, color",1,#F2CEB5,0.829411764705882,False,242,206,181
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,/productimages/sku/s2050524+sw.jpg,warm,descriptor,4,#CDA38F,0.682352941176471,False,205,163,143
Blk/Opl,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,https://www.ulta.com/true-color-skin-perfecting-stick-foundation-spf-15?productId=pimprod2022198,https://images.ulta.com/is/image/Ulta/2579236sw?$50px$,truly topaz,"misc, gem",,#B98055,0.529411764705882,False,185,128,85
Dr. Jart+,Premium Beauty Balm SPF 40,https://www.sephora.com/product/premium-beauty-balm-spf-45-P285403?icid2=products%20grid:p285403,/productimages/sku/s1681154+sw.jpg,medium,descriptor,,#B1886C,0.558823529411765,False,177,136,108
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,https://images.ulta.com/is/image/Ulta/2558955sw?$50px$,amber,"gem, color",,#C18561,0.568627450980392,False,193,133,97
Milk Makeup,Flex Foundation Stick,https://www.sephora.com/product/flex-foundation-stick-P448151?icid2=products%20grid:p448151,/productimages/sku/s2242097+sw.jpg,medium beige,"descriptor, color",,#CF9678,0.641176470588235,False,207,150,120
Tom Ford,Traceless Foundation Stick,https://www.sephora.com/product/traceless-foundation-stick-P422453?icid2=products%20grid:p422453,/productimages/sku/s2047009+sw.jpg,cool beige,"descriptor, color",4.7,#F3C6A3,0.796078431372549,False,243,198,163
Zoeva,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,https://images.ulta.com/is/image/Ulta/2554274sw?$50px$,intuitive,"misc, compliment",290W,#DA7F3D,0.547058823529412,False,218,127,61
Nars,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,/productimages/sku/s1388867+sw.jpg,annapurna,misc,,#D5AB88,0.684313725490196,False,213,171,136
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,https://images.ulta.com/is/image/Ulta/2570833sw?$50px$,medium cool,descriptor,36,#D3A187,0.67843137254902,False,211,161,135
Kvd Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,https://images.ulta.com/is/image/Ulta/2570564sw?$50px$,medium,descriptor,56,#D28B64,0.607843137254902,False,210,139,100
Morphe,Morphe 2 Hint Hint Skin Tint,https://www.ulta.com/morphe-2-hint-hint-skin-tint?productId=pimprod2017569,https://images.ulta.com/is/image/Ulta/2569503sw?$50px$,hint of butterscotch,food,,#DCA377,0.664705882352941,False,220,163,119
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,https://www.ulta.com/teint-idole-ultra-wear-24h-long-wear-foundation?productId=xlsImpprod4700057,https://images.ulta.com/is/image/Ulta/2290986sw?$50px$,ivoire,"gem, color",090,#FEF3ED,0.962745098039216,False,254,243,237
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,https://images.ulta.com/is/image/Ulta/2541955sw?$50px$,neutral,descriptor,F4.80,#825635,0.358823529411765,False,130,86,53
Hourglass,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,https://images.ulta.com/is/image/Ulta/2575775sw?$50px$,amber,"gem, color",,#A77445,0.462745098039216,False,167,116,69
Sephora Collection,Make No Mistake Foundation & Concealer Stick,https://www.sephora.com/product/make-no-mistake-foundation-concealer-stick-P420440?icid2=products%20grid:p420440,/productimages/sku/s1887504+sw.jpg,walnut,wood,13,#CA846C,0.607843137254902,False,202,132,108
Cover Fx,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,https://images.ulta.com/is/image/Ulta/2541327sw?$50px$,deep,descriptor,1,#AA7F64,0.529411764705882,False,170,127,100
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936,/productimages/sku/s2306520+sw.jpg,tan,"skin, color",5W1,#B28964,0.545098039215686,False,178,137,100
Juvia'S Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,https://images.ulta.com/is/image/Ulta/2550481sw?$50px$,tanzania,location,205,#894327,0.345098039215686,False,137,67,39
Bobbi Brown,Skin Foundation Stick,https://www.sephora.com/product/foundation-stick-P270549?icid2=products%20grid:p270549,/productimages/sku/s1582279+sw.jpg,warm beige,"descriptor, color",,#E0B188,0.705882352941177,False,224,177,136
It Cosmetics,CC+ Cream Oil-Free Matte with SPF 40,https://www.sephora.com/product/your-skin-but-better-cc-oil-free-matte-with-spf-40-P433435?icid2=products%20grid:p433435,/productimages/sku/s2088235+sw.jpg,fair,descriptor,,#CFAF8D,0.682352941176471,False,207,175,141
Covergirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,https://images.ulta.com/is/image/Ulta/2537270sw?$50px$,bronze,metal,D30,#97684B,0.443137254901961,False,151,104,75
Bobbi Brown,Skin Foundation SPF 15,https://www.sephora.com/product/skin-foundation-spf-15-P270551?icid2=products%20grid:p270551,/productimages/sku/s1288760+sw.jpg,warm natural,"descriptor, skin",4.5,#EEC5A2,0.784313725490196,False,238,197,162
Hynt Beauty,Encore Pressed Powder Foundation,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352,https://images.ulta.com/is/image/Ulta/2564465sw?$50px$,honey chestnut,food,,#D79E63,0.615686274509804,False,215,158,99
Uoma Beauty,Say What?! Foundation,https://www.ulta.com/say-what-foundation?productId=pimprod2006204,https://images.ulta.com/is/image/Ulta/2545827sw?$50px$,honey honey,food,T2N,#D39C7D,0.658823529411765,False,211,156,125
Dr. Dennis Gross Skincare,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,https://www.sephora.com/product/instant-radiance-sun-defense-sunscreen-broad-spectrum-spf-40-P409706?icid2=products%20grid:p409706,/productimages/sku/s1809235+sw.jpg,light/medium,descriptor,,#F6CAAF,0.825490196078431,False,246,202,175
